JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458875.44444,1.64,,,Vis.,NMMA,,1.64,1.70,Bright Star Catalog,Equal to Bellatrix,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458875.45833,1.5,,,Vis.,SWQ,,1.6,0.9,SKY SAFARI,,,,Z,,,,ALF ORI,REA,STD,,,,
2458875.46528,1.27,,,Vis.,SGQ,BU,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458875.47,1.6,,,Vis.,TMAA,,0.9,1.9,X24962ASV,La carta es de alfa Ori y eta Gem    Aldebarán 0.9  y gam Gem 1.9,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458875.49139,1.3,,,Vis.,RRIA,,1.2,,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458875.5049,1.4,,,Vis.,AAX,K,11,20,ATLAS,BSC AIR MASS CORRECTION USING ALPHA GEM AND ALPHA HYA,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458875.54306,1.4,,,Vis.,MCOA,,12,17,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458875.54931,1.6,,,Vis.,CKB,,09,18,AAN690,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458875.55556,1.4,,,Vis.,PRUA,,0.9,16,X24958DVL,Unaided Eye,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458875.5660,-3.042,0.002,,J,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458875.5660,-3.875,0.001,,H,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458875.59028,1.60,,,Vis.,ASA,,160,170,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458875.63194,1.4,,,Vis.,WI,,0.1,1.1,X24700X,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458875.9604,1.6,,,Vis.,SRX,,17,19,n/a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458876.25000,1.5,,,Vis.,AJV,,09,"""164,192""",standard,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458876.2563,1.65,,,Vis.,JDAA,,1.64,,SkyCharts (CdC),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458876.31,1.7,,,Vis.,KTZ,,12,19,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2458876.35492,3.309,0.027,,TB,OAAA,B,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,2.4,2.746,,alf Ori,,STD,,,,
2458876.35492,1.589,0.007,,TG,OAAA,B,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,0.87,1.858,,alf Ori,,STD,,,,
2458876.35492,0.350,0.013,,TR,OAAA,B,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,-0.37,1.112,,alf Ori,,STD,,,,
2458876.36458,1.5,,,Vis.,CJEC,,17,12,ten star training pr,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458876.3736,1.58,,,Vis.,MJZ,,1.14,1.92,X25041LX,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458876.43056,1.5,,,Vis.,ATDA,,12,16,10-star tutorial & #,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458876.43228,1.5,,,Vis.,SBN,,08,41,X25076ATU,,,,Z,,,,ALF ORI,REA,STD,,,,
2458876.52083,1.5,,,Vis.,SWQ,,1.6,0.9,SKY SAFARI,,,,Z,,,,ALF ORI,REA,STD,,,,
2458876.5340,1.7,,,Vis.,DZS,,1.6,2.0,#N/A,AAVSO CHART X25128WF,,,Z,,,,ALF ORI,LIADA,STD,,,,
2458876.55625,1.5,,,Vis.,MDP,U,18,09,from article,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458876.5729,1.4,,,Vis.,AAX,K,11,20,ATLAS,BSC AIR MASS CORRECTION USING ALPHA GEM AND ALPHA HYA,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458876.58333,1.60,,,Vis.,ASA,,160,170,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458876.66875,1.7,,,Vis.,MCPA,,19,09,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458876.68264,1.7,,,Vis.,NREA,B,17,12,10 Star,also compared to 19,,,Z,,,,ALF ORI,RASC,STD,,,,
2458876.69444,1.7,,,Vis.,HTN,,17,,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458876.7490,1.641,0.017,,V,PTOB,,000-BBH-168,40 Ori,X25095YP,"""Average of 18 observations. 12.5-inch stopped down to 2 inches, and defocused.""",0,1.149,Z,-4.539,-1.345,,BETELGEUSE,AAVSO,STD,,,,
2458876.97485,1.4,,,Vis.,BDJB,B,09,16,10 Star,Naked eye,,,Z,,,,ALF ORI,ASSAU,STD,,,,
2458876.9778,1.6,,,Vis.,SRX,,17,19,n/a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.03819,1.6,,,Vis.,PEX,,09,19,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.06181,1.5,,,Vis.,SANG,,0.9,1.8,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.2049,1.4,,,Vis.,VFK,K,12,16,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458877.25972,1.5,,,Vis.,SDAV,,1.8,0.8,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.26667,1.64,,,Vis.,DMIB,UK,1.64,1.79,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458877.29167,1.6,,,Vis.,BCAD,B,1.2,1.7,10-star tutorial,"""Observation from town, light pollution.""",,,Z,,,,ALF ORI,,STD,,,,
2458877.30208,1.6,,,Vis.,REE,,0.4,1.7,10 star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458877.31250,1.6,,,Vis.,MVH,,1.6,1.7,x25007cv,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.327601,1.69,0.01,,TG,RDAE,B,Ensemble,000-BBK-574,X25114FG,"""SOFT ASTROART 7.0 DSLR Obj.55mm. f/4. Images 20 x 1,3s.  Several stars of comparison chart: 4.09 (+/- 0.01), 4.120 (+/- 0.01). Medium error checked +/- 0.01.""",0,1.30,Z,n/c,4.123,,ALF ORI,AAVSO,STD,,,,
2458877.33,1.7,,,Vis.,SBEA,,09,19,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458877.36458,1.6,,,Vis.,MJOE,,19,12,10 Stars,,,,Z,,,,ALF ORI,,STD,,,,
2458877.39514,1.5,,,Vis.,SDAV,,1.8,0.8,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.406,1.6,,,Vis.,PYG,U,GAMMAGEM+3,,AAVSO 2008,,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2458877.40972,1.55,,,Vis.,PIV,,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.464081,3.451,0.023,,TB,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,2.4,2.643,,alf Ori,,STD,,,,
2458877.464081,0.488,0.014,,TR,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,-0.37,1.197,,alf Ori,,STD,,,,
2458877.464081,1.713,0.006,,TG,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,0.87,1.844,,alf Ori,,STD,,,,
2458877.47439,1.7,,,Vis.,SBN,,08,41,X25076ATU,,,,Z,,,,ALF ORI,REA,STD,,,,
2458877.495,1.6,,,Vis.,RMAF,,16,09,X24997KO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.50000,1.5,,,Vis.,DJUB,,alpha tau,bellatrix,x25144ne,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458877.50385,1.5,,,Vis.,DMA,,09,16,X20516BQT,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.54167,1.4,,,Vis.,RRIA,,1.2,,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.5438,1.4,,,Vis.,AAX,KUZ,11,20,ATLAS,BSC AIR MASS CORRECTION USING ALPHA GEM AND ALPHA HYA,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2458877.55139,1.5,,,Vis.,MJHA,B,1.6,.9,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.58056,1.6,,,Vis.,CKB,,09,18,AAN690,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.58403,1.60,,,Vis.,ASA,,160,170,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458877.6395,1.6,,,Vis.,CMP,,12,19,10startutorial,c1(+5) V c2(-4),,,Z,,,,alf Ori,AAVSO,STD,,,,
2458877.64583,1.7,,,Vis.,HTN,,17,17,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.646,1.6,,,Vis.,SEDB,,17,12,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.64975,1.4,,,Vis.,LHS,,1.2,1.7,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458877.67569,1.7,,,Vis.,NREA,B,1.7,1.9,10 star,Also compared to Bellatrix,,,Z,,,,ALF ORI,RASC,STD,,,,
2458877.6894,3.339,0.003,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.839|K_B=0.28|KK_BV=-0.051|TB_BV=0.062|CREFMAG=5.039|PROG=TJC_PEP_6.6|COMMENT=UNSTABLE TRANSPARENCY;EXTRA SAMPLES|,1,1.26,Z,-3.124,-0.866,,ALF ORI,AAVSO,STD,,,,
2458877.6898,1.543,0.003,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.839|K_V=0.16|TV_BV=-0.045|CREFMAG=4.082|PROG=TJC_PEP_6.6|COMMENT=UNSTABLE TRANSPARENCY;EXTRA SAMPLES|,1,1.26,Z,-3.969,-2.051,,ALF ORI,AAVSO,STD,,,,
2458877.7083,1.620,.023,,V,PTOB,,000-BBH-168,40 Ori,X25095YP,"""Average of 18 observations. 12.5-inch stopped down to 2 inches, and defocused.""",0,1.113,Z,-4.535,-1.326,,BETELGEUSE,AAVSO,STD,,,,
2458877.715313,3.3,0.2,,B,BCOB,,ENSEMBLE,,,,0,,Z,,,,BETELGEUSE,,STD,,,,
2458877.9625,1.6,,,Vis.,SRX,,17,19,n/a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.1604,2.0,,,Vis.,BJFA,,19,21,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.2,1.6,,,Vis.,BDI,,08,16,1990,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458878.20556,1.9,,,Vis.,THAA,,1.9,1.9,SPA chart,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458878.28125,1.6,,,Vis.,ATOB,,12,17,10-star,,,,Z,,,,ALF ORI,AS,STD,,,,
2458878.2833,1.5,,,Vis.,SRAB,,09,16,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458878.28333,1.5,,,Vis.,MFB,,0.86,0.13,10startutorial,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458878.29167,1.5,,,Vis.,BLP,,16,17,X25115AHR,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458878.3,1.4,,,Vis.,SPAO,,09,19,2008,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458878.30208,1.5,,,Vis.,BSIA,K,11,17,X23917IO,naked eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.31862,3.245,0.025,,TB,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,2.4,2.444,,alf Ori,,STD,,,,
2458878.31862,1.559,0.007,,TG,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,0.87,1.753,,alf Ori,,STD,,,,
2458878.31862,0.260,0.014,,TR,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,-0.37,1.253,,alf Ori,,STD,,,,
2458878.33125,1.7,,,Vis.,GGC,,Castor,Alhena,054907 old AAVSO,,,,Z,,,,ALF ORI,,STD,,,,
2458878.33194,1.5,,,Vis.,COV,,1.1,1.9,a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.333,1.5,,,Vis.,WBOA,,0.86 Aldebaran,1.64 Bellatrix ,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.3653,1.4,,,Vis.,VFK,K,12,16,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458878.3935,1.550,0.012,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.38,Z,1.64,1.775,,ALF ORI,AAVSO,STD,,,,
2458878.4000,1.81,,,Vis.,DXAA,,9,19,ALDEBARAN/GAM GEM,UNAIDED EYE/CLEAR,,,Z,,,,alf Ori,AASABADELL,STD,,,,
2458878.4181,1.5,,,Vis.,LCR,,12,"""16,19""",Tycho-2,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458878.45826,1.9,,,Vis.,SBN,,08,41,X25076ATU,,,,Z,,,,ALF ORI,REA,STD,,,,
2458878.47917,1.5,,,Vis.,BQE,,16,17,Chart 83,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458878.48611,1.65,,,Vis.,LKR,,1.7,1.9,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.49028,1.5,,,Vis.,PRUA,,1.6,0.9,X24958DVL,Unaided Eye,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458878.497,1.6,,,Vis.,SEDB,,12,17,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.5,1.6,,,Vis.,BRJ,,16,17,SEE COMMETS,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.50347,1.5,,,Vis.,MDP,B,09,18,from article,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458878.52639,1.7,,,Vis.,DNRA,B,19,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.5285,1.5,,,Vis.,CGF,,1.2,"""1,8""",10 step alpha Ori ch,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.58681,1.5,,,Vis.,DKS,,12,19,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.59028,1.50,,,Vis.,ASA,,090,160,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458878.60417,1.5,,,Vis.,HTN,,17,12,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.62708,1.4,,,Vis.,KB,,17,16,x24958dvl,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.66389,1.7,,,Vis.,DQR,B,19,17,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.674,1.5,,,Vis.,CK,,Pollux,Alnitak,from AAVSO VSP,"""used naked eye w/ 1.14 V mag Pollux, 1.79 for Alnitak""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.7055,1.626,0.028,,V,PTOB,,000-BBH-168,40 Ori,X25095YP,"""Average of 18 observations. 12.5-inch stopped down to 2 inches, and defocused.""",0,1.113,Z,-4.521,-1.318,,BETELGEUSE,AAVSO,STD,,,,
2458878.72917,1.8,,,Vis.,NREA,,17,19,10 Star Tutorial Cha,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458878.8470,-2.903,0.021,,J,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2458878.8470,-3.668,0.009,,H,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2458878.88542,1.41,,,Vis.,TICA,B,085,170,chart not plotted ye,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.88889,1.35,,,Vis.,TICA,B,015,165,chart not plotted ye,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458878.9639,1.6,,,Vis.,SRX,,17,19,n/a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458879.166,1.6,,,Vis.,MQA,BU,1.6,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458879.18314,3.389,0.042,,TB,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED BY ALEJANDRO Q. PALADO AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,2.4,2.526,,alf Ori,,STD,,,,
2458879.18314,1.831,0.012,,TG,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED BY ALEJANDRO Q. PALADO AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,0.87,1.822,,alf Ori,,STD,,,,
2458879.18314,0.446,0.023,,TR,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,"""OBSERVED BY ALEJANDRO Q. PALADO AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR, TAMRON 24MM LENS. SOFTWARE: MAXIM DL""",0,,Z,-0.37,1.281,,alf Ori,,STD,,,,
2458879.25000,1.65,,,Vis.,BCAD,U,1.2,1.7,10 star tutorial,Only some minutes of observation due to weather conditions. Compared not only with 2 stars,,,Z,,,,ALF ORI,,STD,,,,
2458879.2528,1.4,,,Vis.,VFK,K,12,17,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458879.25972,1.5,,,Vis.,CMAE,,1.8,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458879.27361,1.64,,,Vis.,DMIB,BK,1.64,,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458879.30208,1.5,,,Vis.,CIOA,,12,19,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458879.319,1.6,,,Vis.,VOL,,16,,10star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458879.37847,1.7,,,Vis.,REE,,0.4,1.7,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458879.4059,1.583,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.42,Z,1.64,1.784,,ALF ORI,AAVSO,STD,,,,
2458879.43750,1.5,,,Vis.,BMF,B,2.1,1.7,10-Star Tutorial ,,,,Z,,,,BETELGEUSE,RASC,STD,,,,
2458879.47708,1.6,,,Vis.,GPMA,,1.2,1.7,10 Star tutorial,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458879.48264,1.62,,,Vis.,SIGA,,08,16,X25128XL,atmospheric extinction corrected,,,Z,,,,ALF ORI,,STD,,,,
2458879.5,1.7,,,Vis.,SHS,B,16,18,sa1965,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458879.54167,1.4,,,Vis.,RRIA,,1.2,,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458879.56250,1.5,,,Vis.,HUZ,,09,17,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458879.568,1.6,,,Vis.,SEDB,,12,17,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458879.58333,1.50,,,Vis.,ASA,,090,160,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458879.59792,1.6,,,Vis.,SDN,U,16,20,X25004SO,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458879.7029,1.666,0.023,,V,PTOB,,000-BBH-168,40 Ori,X25095YP,"""Average of 18 observations. 12.5-inch stopped down to 2 inches, and defocused.""",0,1.112,Z,-4.551,-1.352,,BETELGEUSE,AAVSO,STD,,,,
2458879.75000,1.6,,,Vis.,HTN,,17,12,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458880.02778,1.4,,,Vis.,TYGA,,0.16,1.6,THE SKY6.0,NAKED EYES,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458880.23611,1.7,,,Vis.,BCAD,BU,1.2,1.7,10 star tutorial,Today again only about ten minutes possibility to observe due to weather conditions. Compared with more than only two stars.,,,Z,,,,ALF ORI,,STD,,,,
2458880.277,1.6,,,Vis.,MQA,B,1.6,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458880.294567,1.581,0.015,,TG,RDAE,B,Ensemble,000-BBK-574,X25114FG,"""SOFT ASTROART 7.0 DSLR Obj.55mm. f/4. Images 20 x 2s. Several stars of comparison chart: 4.09 (+/- 0.01), 4.120 (+/- 0.02), 6.120 (+/- 0.01), 4.410 (+/- 0.02). Medium error checked +/- 0.015.  """,0,,Z,n/c,4.145,,ALF ORI,AAVSO,STD,,,,
2458880.2995,1.595,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.36,Z,1.64,1.785,,ALF ORI,AAVSO,STD,,,,
2458880.30,1.5,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458880.3000,1.7,,,Vis.,RKE,,16,17,AAVSO,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458880.3021,1.4,,,Vis.,VFK,K,12,17,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458880.3046,1.620,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.35,Z,1.64,1.825,,ALF ORI,AAVSO,STD,,,,
2458880.33333,1.6,,,Vis.,PMB,,0.9,2.1,10 star tutorial ,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458880.3368,1.9,,,Vis.,REP,,16,,1990,,,,Z,,,,ALF ORI,AJC,STD,,,,
2458880.34712,3.193,0.084,,TB,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,2.4,2.455,,BETELGEUSE,,STD,,,,
2458880.34712,1.580,0.023,,TG,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,0.87,1.623,,BETELGEUSE,,STD,,,,
2458880.34712,0.175,0.039,,TR,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,-0.37,1.135,,BETELGEUSE,,STD,,,,
2458880.3566,1.609,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.33,Z,1.64,1.813,,ALF ORI,AAVSO,STD,,,,
2458880.3585,1.599,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.33,Z,1.64,1.819,,ALF ORI,AAVSO,STD,,,,
2458880.361,1.6,,,Vis.,VOL,,16,,10star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458880.36458,1.6,,,Vis.,MJOE,,19,12,10 Stars,,,,Z,,,,ALF ORI,,STD,,,,
2458880.38931,1.66,,,Vis.,PREB,K,Bellatrix (1.64),Alnilam (1.69),X25128AFI,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458880.43750,1.59,,,Vis.,PIV,,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458880.47222,1.5,,,Vis.,ATDA,,12,16,Alert #690 & 10-star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458880.47569,1.5,,,Vis.,BMF,B,2.1,1.7,10-Star Tutorial ,,,,Z,,,,BETELGEUSE,RASC,STD,,,,
2458880.48611,1.66,,,Vis.,DMIB,K,1.64,1.70,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458880.5,1.7,,,Vis.,SHS,B,16,18,sa1965,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458880.50556,1.75,,,Vis.,SSHA,B,17,18,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458880.50694,1.6,,,Vis.,GPMA,,1.2,1.7,10 Star Tutorial,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458880.56389,1.5,,,Vis.,MJHA,B,1.6,.9,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458880.5700,-3.047,0.007,,J,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458880.5700,-3.945,0.021,,H,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458880.59167,1.40,,,Vis.,ASA,,120,160,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458880.60417,1.7,,,Vis.,HTN,,17,,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
